artist,title
David Cassidy,Could It Be Forever
David Cassidy,Daydreamer
David Cassidy,How Can I Be Sure
David Cassidy,I Am A Clown
David Cassidy,Some Kind Of Summer
David Cassidy,Walking In The Rain
David Dundas ,Jeans On
David Essex,Hold Me Close
David Essex,Gonna Make You A Star
David Essex,A Winter's Tale
David Gilmour,Rattle That Lock
David Gray,Please Forgive Me
David Gray,Sail Away
David Gray,Say Hello Wave Goodbye
David Gray,The One I Love
David Gray,Babylon
David Gray,Hospital Food
David Gray,This Year's Love
David Guetta & Alesso feat. Madison Love,Never Going Home Tonight
David Guetta & Sia,Beautiful People
David Guetta Feat. Akon,Sexy Bitch
David Guetta Feat. Anne-Marie,Don't Leave Me Alone
David Guetta Feat. Charli XCX & French Montana,Dirty Sexy Money
David Guetta Feat. Chris Brown & Lil Wayne,I Can Only Imagine
David Guetta Feat. Emeli Sande,What I Did For Love
David Guetta Feat. Flo Rida & Nicki Minaj,Where Them Girls At
David Guetta Feat. Justin Bieber,2U
David Guetta Feat. Kelly Rowland,When Love Takes Over
David Guetta Feat. Kid Cudi,Memories
David Guetta Feat. Ne-Yo & Akon,Play Hard
David Guetta Feat. Nicki Minaj and Afrojack,Hey Mama
David Guetta Feat. Rihanna,Who's That Chick
David Guetta Feat. Sam Martin,Dangerous
David Guetta Feat. Sam Martin,Lovers On The Sun
David Guetta Feat. Sia,Flames
David Guetta Feat. Sia,Titanium
David Guetta Feat. Sia ,She Wolf (Falling To Pieces)
David Guetta Feat. Sia and Fetty Wap,Bang My Head
David Guetta Feat. Taio Cruz & Ludacris,Little Bad Girl
David Guetta Feat. Taped Rai,Just One Last Time
David Guetta Feat. Usher,Without You
David Guetta Feat. Zara Larsson,This One's For You
David Guetta Vs. Snoop Dogg,Sweat
David Guetta feat. Anne-Marie & Coi Leray,Baby Don't Hurt Me
David Guetta feat. Bebe Rexha,I'm Good (Blue)
David Guetta feat. Morten & RAYE,You Can't Change Me
David Guetta feat. OneRepublic,I Don't Wanna Wait
"David Guetta, Kim Petras",When We Were Young (The Logical Song)
"David Guetta, Teddy Swims, Tones and I",Gone Gone Gone
David Hasselhoff,Jump In My Car
David Hasselhoff,True Survivor (From Kung Fury)
David Lee Roth,Just A Gigolo
David Nail,Whatever She's Got
David Soul,Silver Lady
David Soul,Don't Give Up On Us
David Whitfield,Answer Me
David Zowie,House Every Weekend
Davido,Fall
Davido,Unavailable
Dawin Feat. Silento,Dessert (Remix)
Dawn,Candida
Dawn,Knock Three Times
Dawn Pen,You Don't Love Me
Dawson's Creek (TV Theme),I Don't Want To Wait
De Danann With Mary Black,Song For Ireland
De La Soul,"Me, Myself and I"
Deacon Blue,Fergus Sings The Blues
Deacon Blue,I'll Never Fall In Love Again
Deacon Blue,Real Gone Kid
Deacon Blue,Chocolate Girl
Deacon Blue,City Of Love
Deacon Blue,Dignity
Deacon Blue,Wages Day
Dead Or Alive,You Spin Me Around
Dean Friedman,Lucky Stars
Dean Lewis,With You
Dean Martin,Ain't That A Kick In The Head
Dean Martin,Bumming Around
Dean Martin,Buona Sera
Dean Martin,Everybody Loves Somebody
Dean Martin,Gentle On My Mind
Dean Martin,It's Beginning To Look A Lot Like Christmas
Dean Martin,Let Me Go Lover
Dean Martin,Little Ole Wine Drinker Me
Dean Martin,Memories Are Made Of This
Dean Martin,Return To Me
Dean Martin,Standing On The Corner
Dean Martin,Sway
Dean Martin,That's Amore
Dean Martin,Under The Bridges Of Paris
Dean Martin,Volare
Dean Martin,Rudolph The Red-Nosed Reindeer
Dean Martin,Sam's Song
Dean Martin,You're Nobody Till Somebody Loves You
Dean Martin & Helen O'Connell,How D'Ya Like Your Eggs In The Morning
Dear Evan Hansen (Musical),Waving Through A Window
Dear Evan Hansen (Musical),You Will Be Found
Death Cab For Cutie,I Will Follow You Into The Dark
Debarge,Rhythm Of The Night
Debbie Harry,I Want That Man
Debbie Harry,French Kissin' In The USA
Declan O'Rourke,Arrivals
Deee-Lite,Groove Is In The Heart
Deep Blue Something,Breakfast At Tiffany's
Deep Purple,Highway Star
Deep Purple,Black Night
Deep Purple,Fireball
Deep Purple,Hush
Deep Purple,Smoke On The Water
Deep Purple,Strange Kind Of Woman
Def Leppard,Pour Some Sugar On Me
Def Leppard,Let's Get Rocked
Def Leppard,Love Bites
Def Leppard,Rock Of Ages
Deftones,Digital Bath
Dekha Hazaro Dafaa,Rustom
Del Amitri,Always The Last To Know
Del Amitri,Nothing Ever Happens
Del Amitri,Roll To Me
Del Amitri,Driving With The Brakes On
Del Amitri,Spit In The Rain
Del Shannon,Keep Searching (We'll Follow The Sun)
Del Shannon,Little Town Flirt
Del Shannon,The Answer To Everything
Del Shannon,Two Kinds Of Teardrops
Del Shannon,Hats Off To Larry
Del Shannon,Runaway
Del Shannon,Swiss Maid
Delta Goodrem,Born To Try
Delta Goodrem,Lost Without You
Delta Goodrem,Not Me Not I
Delta Goodrem,Wings
Delta Goodrem,In This Life
Delta Goodrem & Brian McFadden,Almost Here
Demi Lovato,Body Say
Demi Lovato,Heart Attack
Demi Lovato,La La Land
Demi Lovato,Made In The USA
Demi Lovato,Here All Night
Demi Lovato,Joshua Tree
Demi Lovato,Confident
Demi Lovato,Anyone
Demi Lovato,Cool for the Summer
Demi Lovato,I Love Me
Demi Lovato,Neon Lights
Demi Lovato,Skyscraper
Demi Lovato,Sorry Not Sorry
Demi Lovato,Still Alive
Demi Lovato,Stone Cold
Demi Lovato,Fast
Demi Lovato,Kiss
Demi Lovato & Joe Jonas,This Is Me (From Camp Rock)
Deng Li Jun,Xiao Cheng Gu Shi
Deng Li Jun,Tian Mi Mi
Deniece Williams,Let's Hear It For The Boy
Dennis Waterman,I Could Be So Good For You
Depeche Mode,Everything Counts
Depeche Mode,Home
Depeche Mode,Just Can't Get Enough
Depeche Mode,Never Let Me Down Again
Depeche Mode,Personal Jesus
Depeche Mode,Soothe My Soul
Depeche Mode,World In My Eyes
Depeche Mode,A Question Of Lust
Depeche Mode,Enjoy The Silence
Depeche Mode,People Are People
Depeche Mode,Policy Of Truth
Depeche Mode,Somebody
Depeche Mode,Walking In My Shoes
Dermot Kennedy,Better Days
Dermot Kennedy,Outnumbered
Dermot Kennedy,Power Over Me
Dermot Kennedy,Giants
Dermot Kennedy,Kiss Me
Des O'Connor,Dick-A-Dum-Dum (Kings Road)
Des O'Connor,Careless Hands
Des O'Connor,I Pretend
Des O'Connor,"One, Two, Three O'Leary"
Des'ree,Life
Des'ree,You Gotta Be
Descendants,Ways To Be Wicked
Descendants,Set It Off
Desi Boyz,Subha Hone Na De
Desiigner,Panda
Desireless,Voyage Voyage
Desmond Dekker & The Aces,Israelites
Desmond Dekker & The Aces,You Can Get It If You Really Want
Destiny's Child,Bootylicious
Destiny's Child,Carter 2 U
Destiny's Child,Cater 2 U
Destiny's Child,Emotion
Destiny's Child,Girl
Destiny's Child,Bills Bills Bills
Destiny's Child,Independent Women Part 1
Destiny's Child,Nuclear
Destiny's Child,Say My Name
Destiny's Child,So Good
Destiny's Child,Survivor
Destiny's Child,Bug A Boo
Destiny's Child,Jumpin' Jumpin'
Destiny's Child,Lose My Breath
Destiny's Child,Soldier
Destiny's Child,Stand Up For Love
Device Feat. Lzzy Hale,Close My Eyes Forever
Devlin Feat. Ed Sheeran,Watchtower
Devo,Girl U Want
Devo,Beautiful World
Dexy's Midnight Runners,Come On Eileen
Dexy's Midnight Runners,Geno
Dhadak,Zingaat
Dhoom 2,Crazy Kiya Re
Dhoom 3,Dhoom Machale
Dhoom 3,Kamli
Dhoom 3,Tu Hi Junoon
Diablos Locos,Si No La Tengo
Diana King,I Say A Little Prayer
Diana King,Shy Guy
Diana Ross,Do You Know Where You're Going To
Diana Ross,I'm Coming Out
Diana Ross,Love Hangover
Diana Ross,My Old Piano
Diana Ross,Touch Me In The Morning
Diana Ross,Upside Down
Diana Ross,When You Tell Me That You Love Me
Diana Ross,Why Do Fools Fall In Love
Diana Ross,Chain Reaction
Diana Ross,Ain't No Mountain High Enough
Diana Ross,I'm Still Waiting
Diana Ross & Lionel Richie,Endless Love
Diana Ross & The Supremes,Baby Love
Diana Ross & The Supremes,Someday We'll Be Together
Diana Ross & The Supremes,You Can't Hurry Love
Diana Ross & The Supremes,Reflections
Diana Vickers,Music To Make The Boys Cry
Diana Vickers,My Wicked Heart
Diana Vickers,Once
Diana and Roma,Like It
Dianna Haddad ft Sheb Khaled,Mas w Louli
Dickie Valentine,I Wonder
Dickie Valentine,Mr Sandman
Dickie Valentine,Old Piano Rag
Dickie Valentine,Christmas Alphabet
Dickie Valentine,Finger Of Suspicion
Dickie Valentine,The Dickie Valentine Medley
Diddy-Dirty Money Feat. Skylar Grey,Coming Home (Clean)
Dido,Closer
Dido,Life For Rent
Dido,Mary's In India
Dido,Sand In My Shoes
Dido,See You When You're 40
Dido,White Flag
Dido,Who Makes You Feel
Dido,Don't Leave Home
Dido,Hunter
Dido,Here With Me
Dido,See The Sun
Dido,Thank You
Dido,This Land Is Mine
Die Antwoord,Pitbull Terrier
Diego Torres,Color esperanza
Dierks Bentley,Drunk On A Plane
Digital Farm Animals & Cash Cash Feat. Nelly,Millionaire
Dilwale,Gerua
Dilwale,Manma Emotion Jaage
Dina Carroll,Don't Be A Stranger
Dina Carroll,Ain't No Man
Dinah Washington,Mad About The Boy
Dinah Washington,What A Difference A Day Makes
Dio,Holy Diver
Dion,The Wanderer
Dion,Runaround Sue
Dion & The Belmonts,A Teenager In Love
Dionne Warwick,Heartbreaker
Dionne Warwick,I'll Never Fall In Love Again
Dionne Warwick,Do You Know The Way To San Jose
Dionne Warwick,All The Love In The World
Dionne Warwick,I'll Never Love This Way Again
Dionne Warwick,Walk On By
Dionne Warwick & Friends,That's What Friends Are For
Diplo & Sleepy Tom,Be Right There
"Diplo, HUGEL, Julia Church",Stay High
Dire Straits,Lady Writer
Dire Straits,Sultans Of Swing
Dire Straits,Brothers In Arms
Dire Straits,Money For Nothing
Dire Straits,Romeo And Juliet
Dire Straits,So Far Away
Dire Straits,Twisting By The Pool
Dire Straits,Walk Of Life
Dirty Dancing (Soundtrack),In The Still Of The Night
Dirty Dancing (Soundtrack),You Don't Own Me
Dirty Dancing (Soundtrack),Be My Baby
Dirty Dancing (Soundtrack),Hungry Eyes
Dirty Dancing (Soundtrack),Hey Baby
Dirty Dancing (Soundtrack),(I've Had) The Time Of My Life
Dirty Dancing (Soundtrack),Love Is Strange
Dirty Dancing (Soundtrack),Overload
Dirty Dancing (Soundtrack),She's Like The Wind
Dirty Dancing (Soundtrack),Stay
Dirty Dancing (Soundtrack),Where Are You Tonight
Dirty Dancing (Soundtrack),Yes
Dirty Pretty Things,Bang Bang You're Dead
Disclosure,Bang That
Disclosure,Sun Comes Up Tremendous
Disclosure & Anderson .Paak,No Cap
Disclosure Feat. AlunaGeorge,White Noise
Disclosure Feat. Eliza Doolittle,You & Me
Disclosure Feat. Gregory Porter,Holding On
Disclosure Feat. Lorde,Magnets
Disclosure Feat. Sam Smith,Latch
Disclosure Feat. Sam Smith,Omen
Disco Lines & Tinashe,No Broke Boys
Disney Descendants 2,What's My Name
Disturbed,Stupify
Disturbed,Another Way To Die
Disturbed,Down With The Sickness
Disturbed,Voices
Divine Comedy,National Express
Dixie Chicks,Godspeed (Sweet Dreams)
Dixie Chicks,A Home
Dixie Chicks,Long Time Gone
Dixie Chicks,Not Ready To Make Nice
Dixie Chicks,Top Of The World
Dixie Chicks,Travelin' Soldier
Dixie Chicks,Truth No. 2
Dixie Chicks,White Trash Wedding
Dixie Chicks,Cowboy Take Me Away
Dixie Chicks,I Believe In Love
Dixie Chicks,More Love
Dixie Chicks,Sin Wagon
Dixie Chicks,There's Your Trouble
Dixie Chicks,Tortured Tangled Hearts
Dixie Chicks,Wide Open Spaces
Dixie Cups,Chapel Of Love
Dizzee Rascal,Bonkers
Dizzee Rascal,Holiday
Dizzee Rascal,Dirtee Disco
Dizzee Rascal & James Corden,Shout For England
Dizzee Rascal Feat. Calvin Harris & Chrome,Dance Wiv Me
Dizzee Rascal Feat. Robbie Williams,Goin' Crazy
Djo,End Of Beginning
Dobie Gray,Drift Away
Doctor and the Medics,Spirit In The Sky
Dodgy,Good Enough
Dodgy,Staying Out For The Summer
Doechii,Anxiety
Doechii,Denial Is A River
Doechii & SZA,"Girl, Get Up"
Dog Eat Dog,No Fronts
Doja Cat,Paint The Town Red
Doja Cat,Say So
Doja Cat,Woman
Doja Cat,Gorgeous
Doja Cat,Attention
Doja Cat,Celebrity Skin
Doja Cat,Demons
Doja Cat,Need To Know
Doja Cat,Streets
Doja Cat,Vegas
Doja Cat,Jealous Type
"Doja Cat, SZA",Kiss Me More
"Doja Cat, The Weeknd",You Right
Dokken,It's Not Love
Dollar,Shooting Star
Dolly Parton,Coat Of Many Colours
Dolly Parton,Here You Come Again
Dolly Parton,Hard Candy Christmas
Dolly Parton,Jolene
Dolly Parton,Pure And Simple
Dolly Parton,Yellow Roses
Dolly Parton,Heartbreaker
Dolly Parton,9 To 5
Dolly Parton,Applejack
Dolly Parton,Joshua
Dolly Parton,Love Is Like A Butterfly
Dolly Parton & Kenny Rogers,Christmas Without You
Dolly Parton & Kenny Rogers,Islands In The Stream
Dominic Fike,White Keys
Dominic Fike,3 Nights
Don Cornell,Hold My Hand
Don Henley,Dirty Laundry
Don Henley,New York Minute
Don Henley,The Boys Of Summer
Don Henley,The End Of The Innocence
Don Henley,The Heart Of The Matter
Don Henley,All She Wants To Do Is Dance
Don Henley,I Will Not Go Quietly
Don Henley,Not Enough Love In The World
Don Henley,Sunset Grill
Don Henley,The Last Worthless Evening
Don Henley,You Don't Know Me At All
Don McLean,American Pie
Don McLean,The Birthday Song
Don McLean,Vincent
Don Omar,Taboo
Don Omar,Danza kuduro
Don Williams,Story Of My Life
Don Williams,You're My Best Friend
Don Williams,I Recall A Gypsy Woman
Donna Lewis,I Love You Always & Forever
Donna Summer,Bad Girls
Donna Summer,Hot Stuff
Donna Summer,I Don't Wanna Get Hurt
Donna Summer,I Feel Love
Donna Summer,Love To Love You Baby
Donna Summer,This Time I Know It's For Real
Donna Summer & Barbra Streisand,No More Tears (Enough Is Enough)
Donny Osmond,Puppy Love
Donny Osmond,Why
Donny Osmond,Young Love
Donny Osmond,Donny Osmond Medley
Donny Osmond,Soldier Of Love
Donny Osmond,The Twelfth Of Never
Donny and Marie Osmond,I'm Leaving It (All) Up To You
Donovan,Jennifer Juniper
Donovan,Catch The Wind
Donovan,Colours
Donovan,Mellow Yellow
Donovan,Sunshine Superman
Doris Day,Pillow Talk
Doris Day,"Ready, Willing And Able"
Doris Day,Teacher's Pet
Doris Day,Bewitched
Doris Day,Everybody Loves A Lover
Doris Day,If I Give My Heart To You
Doris Day,Move Over Darling
Doris Day,Perhaps Perhaps Perhaps
Doris Day,Que Sera Sera
Doris Day,Secret Love
Doris Day,The Black Hills Of Dakota
Doris Day,The Deadwood Stage (From Calamity Jane)
Dostana,Shut Up & Bounce
Dostana,Desi Girl
Doug Stone,I Never Knew Love
Dounia Batma,Mazian Waer
Dove Cameron,Sand
Dove Cameron,French Girls
Dove Cameron,Whatever You Like
Dr Kucho! & Gregor Salto Feat. Ane Brun,Can't Stop Playing (Makes Me High) [Oliver Heldens Remix]
Dr. Alban,It's My Life
Dr. Dre,Talking To My Diary
Dr. Dre Feat. Eminem,Forgot About Dre
Dr. Dre Feat. Eminem & Skylar Grey,I Need A Doctor
Dr. Dre Feat. Eminem & Xzibit,What's The Difference
Dr. Dre Feat. Snoop Dogg,Nuthin' But A 'G' Thang
Dr. Dre Feat. Snoop Dogg,Still D.R.E.
Dr. Feelgood,Milk And Alcohol
Dr. Hook,A Little Bit More
Dr. Hook,Cover Of The Rolling Stone
Dr. Hook,More Like The Movies
Dr. Hook,Only Sixteen
Dr. Hook,Sylvia's Mother
Dr. Hook,Better Love Next Time
Dr. Hook,Everybody's Makin' It Big But Me
Dr. Hook,I Don't Want To Be Alone Tonight
Dr. Hook,If I Said You Had A Beautiful Body
Dr. Hook,If Not You
Dr. Hook,Knowing She's There
Dr. Hook,Sexy Eyes
Dr. Hook,Sharing The Night Together
Dr. Hook,Storms Never Last
Dr. Hook,When You're In Love With A Beautiful Woman
Dr. Hook,Years From Now
Dr. Hook,Happy Ever After Love
Drake,Headlines
Drake,Signs
Drake,Passionfruit
Drake,Summer Sixteen
Drake,Toosie Slide
Drake,God's Plan
Drake,Hold On We're Going Home
Drake,"Hold On, We're Going Home"
Drake,Nokia
Drake,Push Ups
Drake,Hotline Bling
Drake,Fake Love
Drake,In My Feelings
Drake,Nice For What
Drake,Find Your Love
Drake,What Did I Miss?
Drake & Central Cee,Which One
Drake Feat. Michael Jackson,Don't Matter To Me
Drake Feat. PARTYNEXTDOOR,Preach
Drake Feat. Popcaan,Controlla
Drake Feat. Rihanna,Take Care
Drake Feat. Wizkid and Kyla,One Dance
Drake and Future,Jumpman
Dreamgirls (Musical),And I Am Telling You I'm Not Going
Dreamgirls (Musical),And I'm Telling You I'm Not Going
Dreamgirls (Musical),One Night Only
Dreamgirls (Musical),I Am Changing
Drowning Pool,Bodies
Dru Hill,Never Make A Promise
Dua Lipa,Break My Heart
Dua Lipa,Hotter Than Hell
Dua Lipa,Blow Your Mind (Mwah)
Dua Lipa,Don't Start Now
Dua Lipa,Illusion
Dua Lipa,Last Dance
Dua Lipa,Physical
Dua Lipa,Falling Forever
Dua Lipa,Future Nostalgia
Dua Lipa,Be The One
Dua Lipa,Dance The Night (Barbie The Movie)
Dua Lipa,Houdini
Dua Lipa,IDGAF
Dua Lipa,Love Again
Dua Lipa,New Love
Dua Lipa,New Rules
Dua Lipa,Training Season
Dua Lipa,We're Good
Dua Lipa,Hallucinate
Dua Lipa & Dababy,Levitating
Dua Lipa Feat. BLACKPINK,Kiss & Make Up
Dua Lipa Feat. Miguel,Lost In Your Light
Duffy,Delayed Devotion
Duffy,Rockferry
Duffy,Serious
Duffy,Warwick Avenue
Duffy,"Well, Well, Well"
Duffy,Distant Dreamer
Duffy,I'm Scared
Duffy,Mercy
Duffy,Rain On Your Parade
Duffy,Stepping Stone
Duffy,Syrup And Honey
Duffy,Hanging On Too Long
Duke Dumont,Ocean Drive
Duke Dumont Feat. MNEK,Hold On
Duncan Laurence,Arcade (Eurovision 2019)
Duncan Laurence,Someone Else
Duran Duran,A View To A Kill
Duran Duran,Girls On Film
Duran Duran,Hungry Like The Wolf
Duran Duran,Planet Earth
Duran Duran,Rio
Duran Duran,The Reflex
Duran Duran,Wild Boys
Duran Duran,Come Undone
Duran Duran,Is There Something I Should Know
Duran Duran,Ordinary World
Duran Duran,Save A Prayer
Duran Duran Feat. Janelle Monáe and Nile Rodgers,Pressure Off
Dusty Springfield,I Just Don't Know What To Do With Myself
Dusty Springfield,Son Of A Preacher Man
Dusty Springfield,The Look Of Love
Dusty Springfield,You Don't Have To Say You Love Me
Dusty Springfield,I Close My Eyes And Count To Ten
Dusty Springfield,I Only Want To Be With You
Dusty Springfield,Some Of Your Lovin'
Dusty Springfield,Wishin' & Hopin'
Dusty Springfield & Pet Shop Boys,What Have I Done To Deserve This
Dynoro & Gigi D'Agostino,In My Mind
Début de soirée,Nuit de folie
EMF,Unbelievable
EXO,Love Shot
EXO,Obsession
EXO,Tempo
EXO,Growl
EXO,Monster
Eagle Eye Cherry,Save Tonight
Eamon,F**K It (I Don't Want You Back)
"Earth, Wind & Fire",After The Love Has Gone
"Earth, Wind & Fire",Boogie Wonderland
"Earth, Wind & Fire",September
"Earth, Wind & Fire",Fantasy
"Earth, Wind & Fire",Let's Groove
"Earth, Wind & Fire",My Promise
Eartha Kitt,Where Is My Man
East 17,House Of Love
East 17,Around The World
East 17,It's Alright
East 17,Stay Another Day
East 17,Steam
East 17 Feat. Gabrielle,If You Ever
Echo & The Bunnymen,Killing Moon
Echo & The Bunnymen,Seven Seas
Echo & The Bunnymen,Bring On The Dancing Horses
Echosmith,Cool Kids
Ed Sheeran,American Town
Ed Sheeran,Barcelona
Ed Sheeran,Collide
Ed Sheeran,Drunk
Ed Sheeran,How Would You Feel
Ed Sheeran,Celestial
Ed Sheeran,Dive
Ed Sheeran,Galway Girl
Ed Sheeran,I See Fire
Ed Sheeran,Lego House
Ed Sheeran,Nancy Mulligan
Ed Sheeran,One Life
Ed Sheeran,Shape Of You
Ed Sheeran,The Joker And The Queen
Ed Sheeran,Tides
Ed Sheeran,Under The Tree (That Christmas)
Ed Sheeran,A Little More
Ed Sheeran,Skeletons
Ed Sheeran,Happier
Ed Sheeran,Afire Love
Ed Sheeran,Don't
Ed Sheeran,Eraser
Ed Sheeran,F64
Ed Sheeran,Eyes Closed
Ed Sheeran,First Times
Ed Sheeran,Give Me Love
Ed Sheeran,2step
Ed Sheeran,Afterglow
Ed Sheeran,Bad Habits
Ed Sheeran,Castle On The Hill
Ed Sheeran,Hearts Don't Break Around Here
Ed Sheeran,New Man
Ed Sheeran,Overpass Graffiti
Ed Sheeran,Perfect
Ed Sheeran,Photograph
Ed Sheeran,Shivers
Ed Sheeran,Sing
Ed Sheeran,Small Bump
Ed Sheeran,Supermarket Flowers
Ed Sheeran,The A-Team
Ed Sheeran,Thinking Out Loud
Ed Sheeran,Throw Your Arms Me
Ed Sheeran,Visiting Hours
Ed Sheeran,What Do I Know
Ed Sheeran,You Need Me I Don't Need You
Ed Sheeran,Azizam
Ed Sheeran,Old Phone
Ed Sheeran,Sapphire
Ed Sheeran,Camera
Ed Sheeran,Boat
Ed Sheeran & Justin Bieber,I Don't Care
Ed Sheeran & Travis Scott,Antisocial
Ed Sheeran Feat. Camila Cabello & Cardi B,South Of The Border
Ed Sheeran Feat. Chance The Rapper,Cross Me
Ed Sheeran Feat. Ella Mai,Put It All On Me
Ed Sheeran Feat. Eminem & 50 Cent,Remember The Name
Ed Sheeran Feat. H.E.R.,I Don't Want Your Money
Ed Sheeran Feat. Khalid,Beautiful People
Ed Sheeran Feat. Meek Mill & A Boogie Wit da Hoodie,1000 Nights
Ed Sheeran Feat. Skrillex,Way To Break My Heart
Ed Sheeran Feat. Stormzy,Take Me Back To London
Ed Sheeran Feat. YEBBA,Best Part Of Me
Ed Sheeran Feat. Young Thug & J Hus,Feels
Ed Sheeran feat. Rudimental,Bloodstream
"Ed Sheeran, Chris Stapleton & Bruno Mars",Blow
"Ed Sheeran, Elton John",Merry Christmas
Eddi Reader,Patience Of Angels
Eddie Cochran,Somethin' Else
Eddie Cochran,Summertime Blues
Eddie Cochran,Weekend
Eddie Cochran,C'mon Everybody
Eddie Cochran,Three Steps To Heaven
Eddy Grant,I Don't Wanna Dance
Eddy Grant,Gimme Hope Jo'anna
Eddy Grant,Electric Avenue
Edison Lighthouse,Love Grows (Where My Rosemary Goes)
Edith Piaf,L'hymne à l'amour
Edith Piaf,Milord
Edith Piaf,Padam... Padam...
Edith Piaf,La Vie en Rose
Edith Piaf,Non Je Ne Regrette Rien
Editors,Smokers Outside The Hospital Door
Editors,An End Has A Start
Edwin Starr,War
Edwyn Collins,A Girl Like You
Eels,Novocaine For The Soul
Eiffel '65,Blue (Da Ba Dee)
Ek Tha Tiger,Mashallah
Ek Tha Tiger,Saiyaara
Elaine Paige,Memory
Elaine Paige & Barbara Dickson,I Know Him So Well
Elastica,Connection
Elbow,Neat Little Rows
Elbow,Golden Slumbers
Elbow,One Day Like This
Elbow,Leaders Of The Free World
Electric Light Orchestra,Hold On Tight
Electric Light Orchestra,All Over The World
Electric Light Orchestra,Don't Bring Me Down
Electric Light Orchestra,Evil Woman
Electric Light Orchestra,Livin' Thing
Electric Light Orchestra,Telephone Line
Electric Light Orchestra,Long Black Road
Electric Light Orchestra,Midnight Blue
Electric Light Orchestra,Mr. Blue Sky
Electric Light Orchestra,Sweet Talkin' Woman
Electric Light Orchestra,The Diary Of Horace Wimp
Electric Light Orchestra,Wild West Hero
Electric Six,Danger High Voltage
Electric Six,Gay Bar
Electro Velvet,Still In Love With You
Electronic,Getting Away With It
Elisa,Luce (Tramonti a nord est)
Elisa,L'anima vola
Elissa,Law
Elissa,Halet Hob
Elissa & Saad Lemjarrad,Men Awel Dekika
Eliza Doolittle,Let It Rain
Eliza Doolittle,Moneybox
Eliza Doolittle,Mr Medicine
Eliza Doolittle,Pack Up
Eliza Doolittle,Skinny Genes
Elkie Brooks,No More The Fool
Elkie Brooks,We Don't Cry Out Loud
Elkie Brooks,Lilac Wine
Elkie Brooks,Pearl's A Singer
Elkie Brooks,Sunshine After The Rain
Ella Eyre,Comeback
Ella Eyre,Good Times
Ella Eyre,If I Go
Ella Eyre,Together
Ella Fitzgerald,Putting On The Ritz
Ella Fitzgerald,They Can't Take That Away From Me
Ella Henderson,Ghost
Ella Henderson,Mirror Man
Ella Henderson,Brave
Ella Henderson,Glow
Ella Henderson,Yours
Ella Henderson,Filthy Rich
Ella Henderson feat Rudimental,Alibi
Ella Henderson feat. Switch Disco & Alok,Under The Sun
"Ella Henderson, Tom Grennan",Let's Go Home Together
Ella Langley,Choosin' Texas
Ella Mai,Boo'd Up
Elle King,Ex's & Oh's
Ellie Goulding,Army
Ellie Goulding,Goodness Gracious
Ellie Goulding,Let It Die
Ellie Goulding,Lights
Ellie Goulding,Love Me Like You Do
Ellie Goulding,On My Mind
Ellie Goulding,Sixteen
Ellie Goulding,Still Falling For You
Ellie Goulding,Your Song
Ellie Goulding,Guns & Horses
Ellie Goulding,Ravers
Ellie Goulding,Anything Could Happen
Ellie Goulding,Burn
Ellie Goulding,How Long Will I Love You
Ellie Goulding,Starry Eyed
Ellie Goulding & Diplo Feat. Swae Lee,Close To Me
Ellie Goulding & Juice WRLD,Hate Me
Ellie Goulding Feat. DJ Fresh,Flashlight
Ellie Goulding feat. Big Sean,Easy Lover
"Elov & Beny, Sofie Svensson & Dom Där",BUBBEL PÅ BALKONGEN
Elton John,A Good Heart
Elton John,Bennie And The Jets
Elton John,Goodbye Yellow Brick Road
Elton John,I Want Love
Elton John,Kiss The Bride
Elton John,Levon
Elton John,Made In England
Elton John,Philadelphia Freedom
Elton John,Pinball Wizard
Elton John,Sad Songs (Say So Much)
Elton John,Sacrifice
Elton John,Someone Saved My Life Tonight
Elton John,Something About The Way You Look
Elton John,Song For Guy
Elton John,Step Into Christmas
Elton John,Too Young
Elton John,Your Song
Elton John,This Train Don't Stop Here
Elton John,Are You Ready For Love
Elton John,Blue Eyes
Elton John,Crocodile Rock
Elton John,Home Again
Elton John,Believe
Elton John,Candle In The Wind
Elton John,Daniel
Elton John,I Guess That's Why They Call It The Blues
Elton John,I'm Still Standing
Elton John,Nikita
Elton John,Please
Elton John,Rocket Man
Elton John,Saturday Night's Alright For Fighting
Elton John,Sorry Seems To Be The Hardest Word
Elton John,The Bitch Is Back
Elton John,Tiny Dancer
Elton John & Britney Spears,Hold Me Closer
Elton John & Dua Lipa,Cold Heart
Elton John & George Michael,Don't Let The Sun Go Down On Me
Elton John & Kiki Dee,Don't Go Breaking My Heart
Elton John & Kiki Dee,True Love
Elton John & Leann Rimes,Written In The Stars
Elton John and Gary Barlow,Face To Face
"Elton John, Charlie Puth",After All
"Elton John, Stevie Wonder",Finish Line
Elvis Costello,I Can't Stand Up (For Falling Down)
Elvis Costello,A Good Year For The Roses
Elvis Costello,Alison
Elvis Costello,(I Don't Want To Go To) Chelsea
Elvis Costello,Oliver's Army
Elvis Costello,Watching The Detectives
Elvis Crespo,Suavemente (Merengue)
Elvis Presley,Bridge Over Troubled Water
Elvis Presley,Santa Lucia
Elvis Presley,Burning Love
Elvis Presley,Suspicion
Elvis Presley,Surrender
Elvis Presley,Blue Christmas
Elvis Presley,Don't
Elvis Presley,Almost
Elvis Presley,Moody Blue
Elvis Presley,Old Shep
Elvis Presley,Little Sister
Elvis Presley,Memphis Tennessee
